Date,Depth,Avg Ground Temp,Air Temp,Surface Temp,Soil Moisture
2001-07-01,0.58,272.1932258064516,282.3117634408603,,
2001-07-01,0.59,272.140935483871,282.3117634408603,,
2001-07-01,0.61,272.0363548387097,282.3117634408603,,
2001-07-01,0.62,271.984064516129,282.3117634408603,,
2001-07-01,0.644,271.9004412903226,282.3117634408603,,
2001-07-01,0.68,271.7750064516129,282.3117634408603,,
2001-07-01,0.72,271.6356344086021,282.3117634408603,,
2001-08-01,-0.01,279.757620967742,278.7869354838709,278.2122222222222,
2001-08-01,0.0,279.7278427419355,278.7869354838709,278.2122222222222,
2001-08-01,0.01,279.698064516129,278.7869354838709,278.2122222222222,
2001-08-01,0.02,278.2864193548388,278.7869354838709,278.2122222222222,
2001-08-01,0.03,279.249529953917,278.7869354838709,278.2122222222222,
2001-08-01,0.034,279.1598230414746,278.7869354838709,278.2122222222222,
2001-08-01,0.04,279.025262672811,278.7869354838709,278.2122222222222,
2001-08-01,0.05,278.800995391705,278.7869354838709,278.2122222222222,
2001-08-01,0.07,278.3524608294931,278.7869354838709,278.2122222222222,
2001-08-01,0.08,278.1281935483871,278.7869354838709,278.2122222222222,
2001-08-01,0.1,277.8037177419355,278.7869354838709,278.2122222222222,
2001-08-01,0.104,277.7388225806451,278.7869354838709,278.2122222222222,
2001-08-01,0.12,277.4792419354839,278.7869354838709,278.2122222222222,
2001-08-01,0.13,277.3170040322581,278.7869354838709,278.2122222222222,
2001-08-01,0.14,277.1547661290322,278.7869354838709,278.2122222222222,
2001-08-01,0.15,276.9925282258064,278.7869354838709,278.2122222222222,
2001-08-01,0.16,276.8302903225807,278.7869354838709,278.2122222222222,
2001-08-01,0.18,276.5550737327189,278.7869354838709,278.2122222222222,
2001-08-01,0.184,276.5000304147466,278.7869354838709,278.2122222222222,
2001-08-01,0.19,276.417465437788,278.7869354838709,278.2122222222222,
2001-08-01,0.2,276.2798571428571,278.7869354838709,278.2122222222222,
2001-08-01,0.22,276.0046405529954,278.7869354838709,278.2122222222222,
2001-08-01,0.23,275.8670322580645,278.7869354838709,278.2122222222222,
2001-08-01,0.254,275.6767548387097,278.7869354838709,278.2122222222222,
2001-08-01,0.26,275.629185483871,278.7869354838709,278.2122222222222,
2001-08-01,0.27,275.5499032258065,278.7869354838709,278.2122222222222,
2001-08-01,0.28,275.470620967742,278.7869354838709,278.2122222222222,
2001-08-01,0.29,275.3913387096774,278.7869354838709,278.2122222222222,
2001-08-01,0.3,275.3120564516129,278.7869354838709,278.2122222222222,
2001-08-01,0.31,275.6065322580645,278.7869354838709,278.2122222222222,
2001-08-01,0.334,275.0834806451613,278.7869354838709,278.2122222222222,
2001-08-01,0.35,274.9839516129032,278.7869354838709,278.2122222222222,
2001-08-01,0.36,274.9217459677419,278.7869354838709,278.2122222222222,
2001-08-01,0.37,274.8595403225806,278.7869354838709,278.2122222222222,
2001-08-01,0.39,274.7351290322581,278.7869354838709,278.2122222222222,
2001-08-01,0.41,274.5933594470046,278.7869354838709,278.2122222222222,
2001-08-01,0.414,274.5650055299539,278.7869354838709,278.2122222222222,
2001-08-01,0.42,274.5224746543778,278.7869354838709,278.2122222222222,
2001-08-01,0.43,274.4515898617511,278.7869354838709,278.2122222222222,
2001-08-01,0.45,274.3098202764977,278.7869354838709,278.2122222222222,
2001-08-01,0.46,274.2389354838709,278.7869354838709,278.2122222222222,
2001-08-01,0.484,274.0549967741936,278.7869354838709,278.2122222222222,
2001-08-01,0.52,273.7790887096775,278.7869354838709,278.2122222222222,
2001-08-01,0.53,273.7024475806451,278.7869354838709,278.2122222222222,
